买腿偏移,卖腿偏移,组合,上涨触发%,下跌触发%,平仓时间,累计盈亏$,交易天数,胜率%,触发次数,日均盈亏$
1,4,+1/+4,1.1,0.5,10:30,-20.6,47,44.7,14,-0.44
1,4,+1/+4,0.9,1.0,11:30,-20.6,47,48.9,10,-0.44
4,5,+4/+5,1.5,0.3,13:30,-20.6,47,29.8,26,-0.44
4,5,+4/+5,1.3,1.5,13:00,-20.6,47,38.3,5,-0.44
4,5,+4/+5,1.4,0.3,13:30,-20.6,47,29.8,26,-0.44
4,5,+4/+5,1.3,1.4,13:00,-20.6,47,38.3,5,-0.44
4,5,+4/+5,1.3,1.3,13:00,-20.6,47,38.3,5,-0.44
1,3,+1/+3,1.9,1.3,12:30,-20.6,47,46.8,1,-0.44
4,5,+4/+5,1.6,0.3,13:30,-20.6,47,29.8,26,-0.44
4,5,+4/+5,2.0,1.2,14:00,-20.6,47,38.3,7,-0.44
4,5,+4/+5,1.7,0.3,13:30,-20.6,47,29.8,26,-0.44
4,5,+4/+5,1.8,0.9,13:30,-20.6,47,38.3,12,-0.44
1,3,+1/+3,2.0,1.3,12:30,-20.6,47,46.8,1,-0.44
2,5,+2/+5,0.7,0.8,10:30,-21.2,49,44.9,13,-0.43
2,5,+2/+5,1.9,1.2,14:30,-21.2,49,38.8,9,-0.43
2,5,+2/+5,0.9,1.1,10:30,-21.2,49,44.9,5,-0.43
2,5,+2/+5,0.4,1.0,13:00,-21.2,49,59.2,36,-0.43
2,4,+2/+4,0.7,1.1,12:00,-21.2,49,51.0,19,-0.43
2,4,+2/+4,1.0,0.3,14:30,-21.2,49,30.6,35,-0.43
2,4,+2/+4,1.2,0.4,13:30,-21.2,49,32.7,31,-0.43
1,3,+1/+3,2.0,1.4,12:30,-21.6,47,46.8,1,-0.46
1,5,+1/+5,1.3,0.8,13:30,-21.6,47,38.3,16,-0.46
1,3,+1/+3,1.9,1.5,12:30,-21.6,47,46.8,1,-0.46
1,3,+1/+3,2.0,1.5,12:30,-21.6,47,46.8,1,-0.46
1,5,+1/+5,0.7,0.8,13:00,-21.6,47,44.7,30,-0.46
1,3,+1/+3,1.9,1.4,12:30,-21.6,47,46.8,1,-0.46
2,4,+2/+4,0.7,0.7,12:00,-22.2,49,49.0,27,-0.45
2,4,+2/+4,1.0,0.5,10:30,-22.2,49,44.9,15,-0.45
2,5,+2/+5,0.5,0.7,13:30,-22.2,49,55.1,38,-0.45
2,5,+2/+5,0.4,0.7,11:30,-22.2,49,55.1,41,-0.45
2,4,+2/+4,0.9,0.2,14:30,-22.2,49,32.7,40,-0.45
3,5,+3/+5,0.9,1.0,14:00,-22.4,48,41.7,22,-0.47
4,5,+4/+5,1.5,1.0,12:30,-22.6,47,40.4,6,-0.48
1,5,+1/+5,0.7,0.5,12:30,-22.6,47,42.6,34,-0.48
1,5,+1/+5,0.6,1.3,11:00,-22.6,47,51.1,14,-0.48
1,5,+1/+5,0.6,1.5,11:00,-22.6,47,51.1,14,-0.48
1,5,+1/+5,0.6,1.4,11:00,-22.6,47,51.1,14,-0.48
4,5,+4/+5,1.8,1.0,12:30,-22.6,47,40.4,6,-0.48
4,5,+4/+5,1.6,1.0,12:30,-22.6,47,40.4,6,-0.48
4,5,+4/+5,1.3,0.8,13:30,-22.6,47,38.3,16,-0.48
4,5,+4/+5,1.7,1.0,12:30,-22.6,47,40.4,6,-0.48
1,3,+1/+3,1.3,1.0,12:00,-22.6,47,48.9,7,-0.48
4,5,+4/+5,1.9,0.8,12:30,-22.6,47,40.4,11,-0.48
4,5,+4/+5,2.0,0.8,12:30,-22.6,47,40.4,11,-0.48
4,5,+4/+5,1.3,1.0,13:00,-22.6,47,38.3,9,-0.48
4,5,+4/+5,1.4,1.0,12:30,-22.6,47,40.4,6,-0.48
2,5,+2/+5,0.7,0.5,12:00,-23.2,49,44.9,32,-0.47
2,5,+2/+5,0.4,1.1,11:30,-23.2,49,55.1,34,-0.47
2,5,+2/+5,0.7,0.6,11:00,-23.2,49,44.9,25,-0.47
2,5,+2/+5,0.5,0.7,10:30,-23.2,49,49.0,22,-0.47
2,4,+2/+4,1.1,0.2,14:30,-23.2,49,32.7,36,-0.47
2,5,+2/+5,0.4,0.7,12:30,-23.2,49,57.1,42,-0.47
3,5,+3/+5,1.2,0.7,14:00,-23.4,48,37.5,21,-0.49
3,5,+3/+5,0.8,0.7,11:00,-23.4,48,43.8,17,-0.49
3,5,+3/+5,0.9,1.0,13:30,-23.4,48,41.7,18,-0.49
1,5,+1/+5,0.7,0.5,11:30,-23.6,47,42.6,29,-0.5
1,5,+1/+5,0.7,0.5,10:30,-23.6,47,46.8,22,-0.5
1,4,+1/+4,1.3,0.7,13:30,-23.6,47,42.6,17,-0.5
1,4,+1/+4,0.8,0.5,11:30,-23.6,47,42.6,27,-0.5
1,5,+1/+5,1.0,0.7,10:30,-23.6,47,46.8,9,-0.5
1,4,+1/+4,1.3,1.2,13:00,-23.6,47,46.8,8,-0.5
1,4,+1/+4,1.0,0.3,12:30,-23.6,47,31.9,32,-0.5
1,4,+1/+4,0.5,1.0,12:00,-23.6,47,53.2,27,-0.5
2,5,+2/+5,0.5,1.2,13:30,-24.2,49,57.1,33,-0.49
2,4,+2/+4,0.5,1.1,11:00,-24.2,49,51.0,22,-0.49
2,4,+2/+4,0.7,0.5,13:00,-24.2,49,44.9,37,-0.49
2,4,+2/+4,0.7,0.3,12:30,-24.2,49,38.8,39,-0.49
3,5,+3/+5,0.8,0.9,14:30,-24.4,48,41.7,29,-0.51
3,5,+3/+5,1.1,1.0,11:30,-24.4,48,47.9,7,-0.51
3,5,+3/+5,0.7,0.3,14:00,-24.4,48,37.5,41,-0.51
1,5,+1/+5,1.8,0.6,13:00,-24.6,47,36.2,19,-0.52
4,5,+4/+5,1.7,1.1,12:30,-24.6,47,40.4,5,-0.52
4,5,+4/+5,1.4,1.1,12:30,-24.6,47,40.4,5,-0.52
1,5,+1/+5,1.3,0.9,14:00,-24.6,47,38.3,17,-0.52
1,4,+1/+4,1.6,0.5,11:30,-24.6,47,40.4,18,-0.52
4,5,+4/+5,1.3,0.7,13:00,-24.6,47,36.2,17,-0.52
4,5,+4/+5,1.3,1.3,14:00,-24.6,47,40.4,6,-0.52
1,4,+1/+4,1.7,0.5,11:30,-24.6,47,40.4,18,-0.52
4,5,+4/+5,1.5,1.1,12:30,-24.6,47,40.4,5,-0.52
1,4,+1/+4,0.5,1.0,12:30,-24.6,47,53.2,28,-0.52
1,4,+1/+4,1.5,0.5,11:30,-24.6,47,40.4,18,-0.52
1,5,+1/+5,0.6,0.5,11:00,-24.6,47,46.8,28,-0.52
1,4,+1/+4,1.4,0.5,11:30,-24.6,47,40.4,18,-0.52
1,5,+1/+5,1.1,0.6,12:30,-24.6,47,38.3,23,-0.52
4,5,+4/+5,1.6,1.1,12:30,-24.6,47,40.4,5,-0.52
1,4,+1/+4,1.8,0.5,11:30,-24.6,47,40.4,18,-0.52
4,5,+4/+5,1.8,1.1,12:30,-24.6,47,40.4,5,-0.52
2,4,+2/+4,2.0,0.4,11:00,-25.2,49,36.7,21,-0.51
2,5,+2/+5,1.0,0.4,13:30,-25.2,49,30.6,34,-0.51
2,4,+2/+4,0.9,0.7,13:30,-25.2,49,42.9,24,-0.51
2,4,+2/+4,1.9,0.4,11:00,-25.2,49,36.7,21,-0.51
2,4,+2/+4,0.7,0.5,12:30,-25.2,49,44.9,34,-0.51
2,5,+2/+5,0.3,1.3,13:00,-25.2,49,59.2,36,-0.51
2,4,+2/+4,1.5,0.4,11:00,-25.2,49,36.7,21,-0.51
2,4,+2/+4,1.7,0.4,11:00,-25.2,49,36.7,21,-0.51
2,5,+2/+5,0.9,1.0,10:30,-25.2,49,44.9,6,-0.51
2,5,+2/+5,1.3,0.4,11:30,-25.2,49,40.8,22,-0.51
2,4,+2/+4,1.6,0.4,11:00,-25.2,49,36.7,21,-0.51
2,4,+2/+4,1.4,0.4,11:00,-25.2,49,36.7,21,-0.51
2,4,+2/+4,1.8,0.4,11:00,-25.2,49,36.7,21,-0.51
2,4,+2/+4,1.3,0.4,11:00,-25.2,49,36.7,22,-0.51
2,5,+2/+5,1.3,0.3,14:30,-25.2,49,26.5,31,-0.51
3,5,+3/+5,1.5,0.6,14:00,-25.4,48,33.3,22,-0.53
3,5,+3/+5,1.6,0.6,14:00,-25.4,48,33.3,22,-0.53
3,5,+3/+5,0.9,0.8,13:00,-25.4,48,41.7,22,-0.53
3,5,+3/+5,1.7,0.6,14:00,-25.4,48,33.3,22,-0.53
3,5,+3/+5,0.7,0.8,13:30,-25.4,48,45.8,30,-0.53
3,5,+3/+5,1.4,0.6,14:00,-25.4,48,33.3,22,-0.53
3,5,+3/+5,0.9,1.1,14:00,-25.4,48,41.7,19,-0.53
3,5,+3/+5,1.1,0.4,13:00,-25.4,48,31.2,27,-0.53
1,5,+1/+5,0.7,1.2,13:00,-25.6,47,46.8,22,-0.54
4,5,+4/+5,1.7,0.7,13:30,-25.6,47,38.3,15,-0.54
1,4,+1/+4,1.0,0.9,11:30,-25.6,47,46.8,11,-0.54
1,5,+1/+5,0.8,0.6,12:00,-25.6,47,40.4,26,-0.54
4,5,+4/+5,1.6,0.7,13:30,-25.6,47,38.3,15,-0.54
4,5,+4/+5,1.3,1.1,13:00,-25.6,47,38.3,8,-0.54
4,5,+4/+5,1.5,0.7,13:30,-25.6,47,38.3,15,-0.54
4,5,+4/+5,1.4,0.7,13:30,-25.6,47,38.3,15,-0.54
1,5,+1/+5,0.7,0.8,12:00,-25.6,47,44.7,26,-0.54
2,5,+2/+5,0.3,1.5,13:00,-26.2,49,59.2,36,-0.53
2,5,+2/+5,0.3,1.4,13:00,-26.2,49,59.2,36,-0.53
2,4,+2/+4,1.2,0.6,13:30,-26.2,49,38.8,26,-0.53
2,4,+2/+4,1.8,0.6,14:00,-26.2,49,38.8,22,-0.53
2,4,+2/+4,0.5,0.7,11:30,-26.2,49,51.0,34,-0.53
2,4,+2/+4,0.5,1.0,11:30,-26.2,49,53.1,27,-0.53
3,5,+3/+5,1.1,1.4,11:30,-26.4,48,47.9,5,-0.55
3,5,+3/+5,1.1,1.5,11:30,-26.4,48,47.9,5,-0.55
1,5,+1/+5,1.9,0.4,11:30,-26.6,47,38.3,21,-0.57
1,5,+1/+5,2.0,0.4,11:30,-26.6,47,38.3,21,-0.57
1,4,+1/+4,2.0,0.5,10:30,-26.6,47,44.7,13,-0.57
1,4,+1/+4,1.7,0.5,10:30,-26.6,47,44.7,13,-0.57
1,4,+1/+4,1.4,0.5,10:30,-26.6,47,44.7,13,-0.57
1,5,+1/+5,1.8,0.4,11:30,-26.6,47,38.3,21,-0.57
1,4,+1/+4,1.3,0.5,10:30,-26.6,47,44.7,13,-0.57
4,5,+4/+5,1.3,1.4,14:00,-26.6,47,40.4,5,-0.57
4,5,+4/+5,1.8,0.7,12:30,-26.6,47,40.4,13,-0.57
4,5,+4/+5,1.8,0.5,13:00,-26.6,47,31.9,20,-0.57
1,5,+1/+5,1.5,0.4,11:30,-26.6,47,38.3,21,-0.57
1,4,+1/+4,1.8,0.5,10:30,-26.6,47,44.7,13,-0.57
4,5,+4/+5,1.7,0.7,12:30,-26.6,47,40.4,13,-0.57
1,5,+1/+5,1.4,0.4,11:30,-26.6,47,38.3,21,-0.57
1,4,+1/+4,1.9,0.5,10:30,-26.6,47,44.7,13,-0.57
1,5,+1/+5,0.3,1.4,14:00,-26.6,47,61.7,35,-0.57
1,5,+1/+5,1.7,0.4,11:30,-26.6,47,38.3,21,-0.57
4,5,+4/+5,1.5,0.7,12:30,-26.6,47,40.4,13,-0.57
1,5,+1/+5,0.6,1.0,11:30,-26.6,47,51.1,21,-0.57
1,4,+1/+4,1.5,0.5,10:30,-26.6,47,44.7,13,-0.57
1,4,+1/+4,1.2,0.5,10:30,-26.6,47,44.7,13,-0.57
4,5,+4/+5,1.6,0.7,12:30,-26.6,47,40.4,13,-0.57
1,5,+1/+5,1.6,0.4,11:30,-26.6,47,38.3,21,-0.57
1,5,+1/+5,0.3,1.5,14:00,-26.6,47,61.7,35,-0.57
1,4,+1/+4,1.6,0.5,10:30,-26.6,47,44.7,13,-0.57
1,3,+1/+3,1.3,1.1,12:00,-26.6,47,48.9,6,-0.57
4,5,+4/+5,1.4,0.7,12:30,-26.6,47,40.4,13,-0.57
4,5,+4/+5,1.3,1.5,14:00,-26.6,47,40.4,5,-0.57
2,4,+2/+4,0.7,0.7,13:30,-27.2,49,46.9,32,-0.56
2,5,+2/+5,2.0,0.4,11:30,-27.2,49,40.8,21,-0.56
2,5,+2/+5,1.8,0.4,11:30,-27.2,49,40.8,21,-0.56
2,5,+2/+5,0.6,0.9,11:30,-27.2,49,49.0,24,-0.56
2,4,+2/+4,0.8,1.1,14:30,-27.2,49,46.9,26,-0.56
2,5,+2/+5,1.7,0.4,11:30,-27.2,49,40.8,21,-0.56
2,5,+2/+5,1.5,0.4,11:30,-27.2,49,40.8,21,-0.56
2,5,+2/+5,1.6,0.4,11:30,-27.2,49,40.8,21,-0.56
2,5,+2/+5,1.9,0.4,11:30,-27.2,49,40.8,21,-0.56
2,5,+2/+5,1.4,0.4,11:30,-27.2,49,40.8,21,-0.56
2,5,+2/+5,1.2,0.1,12:00,-27.2,49,22.4,41,-0.56
3,5,+3/+5,1.1,1.3,11:30,-27.4,48,47.9,5,-0.57
3,5,+3/+5,0.9,1.5,13:30,-27.4,48,41.7,12,-0.57
3,5,+3/+5,0.9,1.4,13:30,-27.4,48,41.7,12,-0.57
3,5,+3/+5,0.9,1.2,14:00,-27.4,48,41.7,18,-0.57
4,5,+4/+5,1.7,1.2,13:30,-27.6,47,40.4,7,-0.59
1,5,+1/+5,1.1,0.5,13:00,-27.6,47,36.2,26,-0.59
4,5,+4/+5,1.3,0.5,13:30,-27.6,47,34.0,25,-0.59
1,5,+1/+5,0.3,1.3,14:00,-27.6,47,61.7,36,-0.59
1,5,+1/+5,0.5,0.3,12:30,-27.6,47,44.7,42,-0.59
1,5,+1/+5,0.5,1.2,12:30,-27.6,47,55.3,28,-0.59
4,5,+4/+5,1.5,1.2,13:30,-27.6,47,40.4,7,-0.59
4,5,+4/+5,1.6,1.2,13:30,-27.6,47,40.4,7,-0.59
4,5,+4/+5,1.9,0.7,13:30,-27.6,47,38.3,14,-0.59
4,5,+4/+5,1.4,1.2,13:30,-27.6,47,40.4,7,-0.59
1,4,+1/+4,0.7,0.8,11:30,-27.6,47,48.9,23,-0.59
2,4,+2/+4,1.3,0.3,11:30,-28.2,49,36.7,24,-0.58
2,4,+2/+4,0.8,0.3,11:00,-28.2,49,38.8,28,-0.58
3,5,+3/+5,0.9,1.3,13:30,-28.4,48,41.7,12,-0.59
3,5,+3/+5,1.2,1.0,11:30,-28.4,48,47.9,6,-0.59
1,5,+1/+5,1.6,1.1,13:30,-28.6,47,40.4,9,-0.61
4,5,+4/+5,2.0,0.7,14:00,-28.6,47,36.2,14,-0.61
1,5,+1/+5,1.5,1.1,13:30,-28.6,47,40.4,9,-0.61
4,5,+4/+5,1.8,0.2,13:30,-28.6,47,31.9,30,-0.61
1,5,+1/+5,1.7,1.1,13:30,-28.6,47,40.4,9,-0.61
1,5,+1/+5,1.4,1.1,13:30,-28.6,47,40.4,9,-0.61
2,4,+2/+4,1.8,0.3,11:30,-29.2,49,36.7,23,-0.6
2,4,+2/+4,1.5,0.3,11:30,-29.2,49,36.7,23,-0.6
2,4,+2/+4,1.7,0.3,11:30,-29.2,49,36.7,23,-0.6
2,4,+2/+4,1.4,0.3,11:30,-29.2,49,36.7,23,-0.6
2,4,+2/+4,0.9,0.3,13:30,-29.2,49,32.7,36,-0.6
2,5,+2/+5,1.1,0.1,13:00,-29.2,49,22.4,44,-0.6
2,4,+2/+4,0.8,0.6,12:00,-29.2,49,44.9,26,-0.6
2,4,+2/+4,0.8,0.7,14:30,-29.2,49,44.9,31,-0.6
2,4,+2/+4,1.9,0.3,11:30,-29.2,49,36.7,23,-0.6
2,5,+2/+5,0.3,1.0,12:00,-29.2,49,59.2,39,-0.6
2,4,+2/+4,1.6,0.3,11:30,-29.2,49,36.7,23,-0.6
2,4,+2/+4,2.0,0.3,11:30,-29.2,49,36.7,23,-0.6
3,5,+3/+5,0.5,0.2,11:30,-29.4,48,41.7,44,-0.61
3,5,+3/+5,0.7,0.7,11:30,-29.4,48,50.0,23,-0.61
3,5,+3/+5,0.7,0.2,11:30,-29.4,48,41.7,36,-0.61
3,5,+3/+5,1.1,1.1,11:30,-29.4,48,47.9,7,-0.61
3,5,+3/+5,0.9,1.1,13:30,-29.4,48,41.7,17,-0.61
3,5,+3/+5,0.7,0.7,14:00,-29.4,48,45.8,33,-0.61
1,5,+1/+5,0.6,1.0,11:00,-29.6,47,51.1,17,-0.63
1,5,+1/+5,1.1,0.6,12:00,-29.6,47,36.2,21,-0.63
4,5,+4/+5,2.0,0.4,13:30,-29.6,47,29.8,24,-0.63
4,5,+4/+5,1.9,1.2,13:30,-29.6,47,40.4,6,-0.63
2,4,+2/+4,0.9,1.0,11:30,-30.2,49,46.9,10,-0.62
2,4,+2/+4,1.1,0.3,14:30,-30.2,49,30.6,33,-0.62
2,5,+2/+5,0.4,0.3,12:30,-30.2,49,46.9,47,-0.62
2,5,+2/+5,0.5,0.8,10:30,-30.2,49,49.0,19,-0.62
2,4,+2/+4,1.8,0.6,13:30,-30.2,49,38.8,22,-0.62
2,4,+2/+4,0.7,1.0,11:30,-30.2,49,51.0,16,-0.62
2,5,+2/+5,0.4,1.1,13:00,-30.2,49,59.2,36,-0.62
3,5,+3/+5,0.5,0.3,11:00,-30.4,48,41.7,36,-0.63
3,5,+3/+5,1.2,1.4,11:30,-30.4,48,47.9,4,-0.63
3,5,+3/+5,1.2,1.5,11:30,-30.4,48,47.9,4,-0.63
3,5,+3/+5,0.5,0.7,11:30,-30.4,48,47.9,34,-0.63
3,5,+3/+5,1.1,0.5,10:30,-30.4,48,41.7,13,-0.63
1,4,+1/+4,0.5,0.7,12:30,-30.6,47,51.1,35,-0.65
1,4,+1/+4,0.9,1.1,11:30,-30.6,47,48.9,10,-0.65
1,4,+1/+4,0.8,0.3,12:00,-30.6,47,36.2,32,-0.65
1,4,+1/+4,0.6,0.2,14:00,-30.6,47,40.4,45,-0.65
1,4,+1/+4,0.6,0.2,13:00,-30.6,47,42.6,44,-0.65
1,5,+1/+5,1.8,0.3,14:30,-30.6,47,29.8,28,-0.65
2,4,+2/+4,1.7,0.7,10:30,-31.2,49,44.9,7,-0.64
2,4,+2/+4,1.5,0.7,10:30,-31.2,49,44.9,7,-0.64
2,4,+2/+4,1.8,0.7,10:30,-31.2,49,44.9,7,-0.64
2,4,+2/+4,1.4,0.7,10:30,-31.2,49,44.9,7,-0.64
2,4,+2/+4,1.3,0.7,10:30,-31.2,49,44.9,7,-0.64
2,5,+2/+5,1.8,1.2,14:30,-31.2,49,38.8,10,-0.64
2,4,+2/+4,1.6,0.7,10:30,-31.2,49,44.9,7,-0.64
2,4,+2/+4,1.9,0.7,10:30,-31.2,49,44.9,7,-0.64
2,5,+2/+5,0.7,0.4,12:30,-31.2,49,40.8,36,-0.64
2,4,+2/+4,0.9,1.2,14:00,-31.2,49,44.9,19,-0.64
2,4,+2/+4,1.2,0.7,10:30,-31.2,49,44.9,7,-0.64
2,4,+2/+4,2.0,0.7,10:30,-31.2,49,44.9,7,-0.64
3,5,+3/+5,1.2,0.4,12:30,-31.4,48,35.4,26,-0.65
3,5,+3/+5,0.9,0.7,11:00,-31.4,48,43.8,15,-0.65
3,5,+3/+5,1.2,0.3,12:00,-31.4,48,37.5,24,-0.65
3,5,+3/+5,1.1,1.2,11:30,-31.4,48,47.9,7,-0.65
3,5,+3/+5,1.3,0.8,11:30,-31.4,48,47.9,12,-0.65
3,5,+3/+5,1.2,1.3,11:30,-31.4,48,47.9,4,-0.65
1,4,+1/+4,1.6,0.8,13:00,-31.6,47,44.7,14,-0.67
1,4,+1/+4,1.5,0.8,13:00,-31.6,47,44.7,14,-0.67
1,4,+1/+4,1.1,0.7,13:30,-31.6,47,42.6,19,-0.67
1,4,+1/+4,1.7,0.8,13:00,-31.6,47,44.7,14,-0.67
1,3,+1/+3,1.9,1.0,12:00,-31.6,47,48.9,5,-0.67
1,3,+1/+3,2.0,1.0,12:00,-31.6,47,48.9,5,-0.67
1,4,+1/+4,1.4,0.8,13:00,-31.6,47,44.7,14,-0.67
1,5,+1/+5,1.1,0.9,13:00,-31.6,47,40.4,15,-0.67
2,4,+2/+4,0.5,1.0,12:00,-32.2,49,53.1,28,-0.66
2,5,+2/+5,0.4,1.2,12:30,-32.2,49,59.2,36,-0.66
2,4,+2/+4,1.0,0.5,13:30,-32.2,49,38.8,31,-0.66
2,4,+2/+4,0.9,0.9,13:00,-32.2,49,44.9,20,-0.66
2,4,+2/+4,1.1,0.6,13:00,-32.2,49,40.8,24,-0.66
2,4,+2/+4,1.8,1.4,14:30,-32.2,49,42.9,4,-0.66
3,5,+3/+5,1.1,0.6,13:00,-32.4,48,35.4,23,-0.67
3,5,+3/+5,1.1,0.7,14:00,-32.4,48,37.5,21,-0.67
3,5,+3/+5,1.9,0.8,11:30,-32.4,48,47.9,10,-0.67
3,5,+3/+5,2.0,0.8,11:30,-32.4,48,47.9,10,-0.67
1,4,+1/+4,1.3,0.9,14:00,-32.6,47,40.4,16,-0.69
1,4,+1/+4,0.7,0.8,12:00,-32.6,47,48.9,26,-0.69
4,5,+4/+5,0.8,1.3,13:30,-32.6,47,44.7,17,-0.69
1,4,+1/+4,1.9,0.5,11:30,-32.6,47,40.4,17,-0.69
1,5,+1/+5,0.8,0.7,10:30,-32.6,47,46.8,13,-0.69
1,4,+1/+4,2.0,0.5,11:30,-32.6,47,40.4,17,-0.69
1,5,+1/+5,0.9,1.2,12:00,-32.6,47,42.6,11,-0.69
4,5,+4/+5,0.8,1.5,13:30,-32.6,47,44.7,17,-0.69
4,5,+4/+5,0.8,1.4,13:30,-32.6,47,44.7,17,-0.69
2,4,+2/+4,1.8,1.5,14:30,-33.2,49,42.9,3,-0.68
2,4,+2/+4,0.9,0.5,13:00,-33.2,49,40.8,30,-0.68
2,5,+2/+5,1.3,1.3,14:30,-33.2,49,38.8,8,-0.68
2,5,+2/+5,0.4,0.3,13:00,-33.2,49,46.9,47,-0.68
2,4,+2/+4,1.8,1.3,14:30,-33.2,49,42.9,5,-0.68
3,5,+3/+5,1.2,1.1,11:30,-33.4,48,47.9,6,-0.7
3,5,+3/+5,0.9,1.2,13:30,-33.4,48,41.7,15,-0.7
3,5,+3/+5,0.7,0.2,13:30,-33.4,48,35.4,43,-0.7
1,4,+1/+4,1.3,0.4,11:00,-33.6,47,38.3,22,-0.71
1,4,+1/+4,1.8,0.4,11:00,-33.6,47,38.3,21,-0.71
4,5,+4/+5,1.9,0.9,12:30,-33.6,47,40.4,8,-0.71
4,5,+4/+5,1.4,1.2,12:30,-33.6,47,40.4,5,-0.71
1,4,+1/+4,1.6,0.4,11:00,-33.6,47,38.3,21,-0.71
1,5,+1/+5,1.7,0.5,13:30,-33.6,47,34.0,24,-0.71
4,5,+4/+5,2.0,0.9,12:30,-33.6,47,40.4,8,-0.71
1,4,+1/+4,1.5,0.4,11:00,-33.6,47,38.3,21,-0.71
4,5,+4/+5,1.6,1.2,12:30,-33.6,47,40.4,5,-0.71
1,5,+1/+5,1.6,0.5,13:30,-33.6,47,34.0,24,-0.71
1,4,+1/+4,2.0,0.4,11:00,-33.6,47,38.3,21,-0.71
1,5,+1/+5,1.4,0.5,13:30,-33.6,47,34.0,24,-0.71
1,5,+1/+5,1.5,0.5,13:30,-33.6,47,34.0,24,-0.71
4,5,+4/+5,1.8,1.2,12:30,-33.6,47,40.4,5,-0.71
1,4,+1/+4,1.4,0.4,11:00,-33.6,47,38.3,21,-0.71
1,4,+1/+4,1.9,0.4,11:00,-33.6,47,38.3,21,-0.71
4,5,+4/+5,1.5,1.2,12:30,-33.6,47,40.4,5,-0.71
1,4,+1/+4,1.7,0.4,11:00,-33.6,47,38.3,21,-0.71
4,5,+4/+5,1.7,1.2,12:30,-33.6,47,40.4,5,-0.71
1,4,+1/+4,0.5,1.1,12:00,-33.6,47,53.2,27,-0.71
2,4,+2/+4,1.0,0.8,14:00,-34.2,49,42.9,24,-0.7
2,4,+2/+4,0.9,0.8,12:00,-34.2,49,44.9,18,-0.7
2,5,+2/+5,0.6,0.7,12:30,-34.2,49,49.0,32,-0.7
2,4,+2/+4,1.2,0.5,14:00,-34.2,49,38.8,29,-0.7
2,5,+2/+5,1.3,0.1,12:30,-34.2,49,22.4,40,-0.7
2,5,+2/+5,0.3,0.3,11:00,-34.2,49,49.0,47,-0.7
2,4,+2/+4,0.5,1.1,11:30,-34.2,49,53.1,27,-0.7
2,5,+2/+5,0.6,1.0,12:30,-34.2,49,51.0,25,-0.7
3,5,+3/+5,1.0,0.5,11:00,-34.4,48,41.7,18,-0.72
3,5,+3/+5,0.8,0.9,12:00,-34.4,48,50.0,17,-0.72
3,5,+3/+5,0.7,0.2,12:30,-34.4,48,39.6,40,-0.72
3,5,+3/+5,0.9,0.3,12:30,-34.4,48,35.4,32,-0.72
1,3,+1/+3,1.7,1.0,12:00,-34.6,47,48.9,6,-0.74
4,5,+4/+5,1.3,1.2,13:00,-34.6,47,38.3,8,-0.74
1,3,+1/+3,1.6,1.0,12:00,-34.6,47,48.9,6,-0.74
1,4,+1/+4,0.7,0.9,11:30,-34.6,47,48.9,19,-0.74
4,5,+4/+5,1.3,1.0,12:30,-34.6,47,40.4,7,-0.74
1,4,+1/+4,1.9,0.9,13:00,-34.6,47,44.7,9,-0.74
1,4,+1/+4,0.5,1.1,12:30,-34.6,47,53.2,28,-0.74
1,3,+1/+3,1.4,1.0,12:00,-34.6,47,48.9,6,-0.74
1,4,+1/+4,2.0,0.9,13:00,-34.6,47,44.7,9,-0.74
1,4,+1/+4,0.6,0.2,10:30,-34.6,47,46.8,35,-0.74
1,3,+1/+3,1.8,1.0,12:00,-34.6,47,48.9,6,-0.74
1,3,+1/+3,1.5,1.0,12:00,-34.6,47,48.9,6,-0.74
1,5,+1/+5,1.2,0.4,12:30,-34.6,47,34.0,27,-0.74
1,4,+1/+4,0.8,0.3,11:00,-34.6,47,38.3,28,-0.74
2,4,+2/+4,0.9,0.2,10:30,-35.2,49,40.8,28,-0.72
2,4,+2/+4,0.8,0.3,10:30,-35.2,49,42.9,25,-0.72
2,5,+2/+5,1.3,1.5,14:30,-35.2,49,38.8,6,-0.72
2,4,+2/+4,1.6,0.3,14:30,-35.2,49,30.6,28,-0.72
2,4,+2/+4,1.5,0.3,14:30,-35.2,49,30.6,28,-0.72
2,4,+2/+4,1.4,0.3,14:30,-35.2,49,30.6,28,-0.72
2,4,+2/+4,0.5,0.5,11:00,-35.2,49,46.9,33,-0.72
2,5,+2/+5,0.7,0.9,10:30,-35.2,49,44.9,13,-0.72
2,4,+2/+4,1.7,0.3,14:30,-35.2,49,30.6,28,-0.72
3,5,+3/+5,1.6,0.8,11:30,-35.4,48,47.9,11,-0.74
3,5,+3/+5,1.2,1.2,11:30,-35.4,48,47.9,6,-0.74
3,5,+3/+5,1.7,0.8,11:30,-35.4,48,47.9,11,-0.74
3,5,+3/+5,1.4,0.8,11:30,-35.4,48,47.9,11,-0.74
3,5,+3/+5,0.7,0.5,12:30,-35.4,48,45.8,33,-0.74
3,5,+3/+5,1.5,0.8,11:30,-35.4,48,47.9,11,-0.74
3,5,+3/+5,1.8,0.8,11:30,-35.4,48,47.9,11,-0.74
3,5,+3/+5,1.0,0.8,12:00,-35.4,48,45.8,16,-0.74
1,3,+1/+3,2.0,1.1,12:00,-35.6,47,48.9,4,-0.76
