买腿偏移,卖腿偏移,组合,上涨触发%,下跌触发%,平仓时间,累计盈亏$,交易天数,胜率%,触发次数,日均盈亏$
1,5,+1/+5,2.0,1.5,14:00,463.4,47,42.6,1,9.86
1,5,+1/+5,1.8,0.2,11:30,463.4,47,42.6,26,9.86
1,5,+1/+5,1.4,0.2,11:30,463.4,47,42.6,26,9.86
1,5,+1/+5,1.6,0.2,11:30,463.4,47,42.6,26,9.86
1,5,+1/+5,2.0,1.4,14:00,463.4,47,42.6,1,9.86
1,5,+1/+5,1.3,0.2,13:30,462.4,47,34.0,33,9.84
1,5,+1/+5,2.0,1.3,14:00,462.4,47,42.6,2,9.84
1,5,+1/+5,1.1,0.2,13:00,460.4,47,36.2,34,9.8
1,5,+1/+5,0.8,1.2,12:30,460.4,47,48.9,19,9.8
2,5,+2/+5,1.8,0.9,13:00,458.8,49,44.9,10,9.36
1,5,+1/+5,1.3,0.8,11:00,457.4,47,48.9,10,9.73
1,5,+1/+5,1.5,0.8,11:00,457.4,47,48.9,9,9.73
1,5,+1/+5,1.8,0.8,11:00,457.4,47,48.9,9,9.73
1,5,+1/+5,1.6,0.8,11:00,457.4,47,48.9,9,9.73
1,5,+1/+5,1.4,0.8,11:00,457.4,47,48.9,9,9.73
1,5,+1/+5,1.7,0.8,11:00,457.4,47,48.9,9,9.73
2,5,+2/+5,1.2,1.1,12:30,456.8,49,46.9,9,9.32
2,5,+2/+5,2.0,1.1,13:30,455.8,49,40.8,7,9.3
2,5,+2/+5,1.3,0.2,13:00,453.8,49,38.8,33,9.26
1,5,+1/+5,1.1,0.2,11:30,453.4,47,42.6,29,9.65
2,5,+2/+5,1.5,0.9,12:30,452.8,49,44.9,9,9.24
2,5,+2/+5,1.7,0.9,12:30,452.8,49,44.9,9,9.24
2,5,+2/+5,1.4,0.9,12:30,452.8,49,44.9,9,9.24
2,5,+2/+5,0.8,0.5,13:00,452.8,49,44.9,34,9.24
2,5,+2/+5,1.6,0.9,12:30,452.8,49,44.9,9,9.24
2,5,+2/+5,1.8,0.9,12:30,452.8,49,44.9,9,9.24
1,5,+1/+5,1.2,0.2,11:30,452.4,47,42.6,28,9.63
1,5,+1/+5,0.8,0.3,13:00,451.4,47,36.2,38,9.6
2,5,+2/+5,1.2,1.3,13:00,450.8,49,46.9,7,9.2
2,5,+2/+5,2.0,0.9,12:30,449.8,49,44.9,8,9.18
2,5,+2/+5,1.9,0.9,12:30,449.8,49,44.9,8,9.18
2,5,+2/+5,0.8,1.2,14:00,449.8,49,49.0,25,9.18
2,5,+2/+5,1.2,1.5,13:00,449.8,49,46.9,7,9.18
2,5,+2/+5,1.2,1.4,13:00,449.8,49,46.9,7,9.18
1,5,+1/+5,1.9,0.7,12:30,447.4,47,42.6,12,9.52
1,5,+1/+5,2.0,0.7,12:30,447.4,47,42.6,12,9.52
2,5,+2/+5,2.0,0.7,11:00,443.8,49,49.0,11,9.06
2,5,+2/+5,1.9,0.7,11:00,443.8,49,49.0,11,9.06
1,5,+1/+5,1.3,0.2,11:30,443.4,47,42.6,27,9.43
2,5,+2/+5,1.8,0.5,13:00,442.8,49,40.8,21,9.04
2,5,+2/+5,0.8,0.7,14:00,442.8,49,46.9,32,9.04
2,5,+2/+5,1.6,1.2,13:00,442.8,49,46.9,6,9.04
2,5,+2/+5,1.7,1.2,13:00,442.8,49,46.9,6,9.04
2,5,+2/+5,1.4,1.2,13:00,442.8,49,46.9,6,9.04
2,5,+2/+5,1.5,1.2,13:00,442.8,49,46.9,6,9.04
2,5,+2/+5,1.2,0.7,13:00,441.8,49,44.9,19,9.02
2,5,+2/+5,1.8,0.3,13:30,441.8,49,30.6,28,9.02
1,5,+1/+5,1.9,0.2,13:30,441.4,47,34.0,31,9.39
1,5,+1/+5,1.3,0.7,12:00,441.4,47,40.4,14,9.39
2,5,+2/+5,1.8,0.8,11:00,440.8,49,49.0,9,9.0
2,5,+2/+5,1.3,0.8,11:00,440.8,49,49.0,10,9.0
2,5,+2/+5,1.4,0.8,11:00,440.8,49,49.0,9,9.0
2,5,+2/+5,1.7,0.8,11:00,440.8,49,49.0,9,9.0
2,5,+2/+5,1.5,0.8,11:00,440.8,49,49.0,9,9.0
2,5,+2/+5,1.6,0.8,11:00,440.8,49,49.0,9,9.0
1,5,+1/+5,1.3,1.5,14:00,440.4,47,42.6,5,9.37
1,5,+1/+5,1.3,1.4,14:00,440.4,47,42.6,5,9.37
1,5,+1/+5,1.3,1.3,14:00,439.4,47,42.6,6,9.35
1,5,+1/+5,2.0,0.8,11:00,439.4,47,48.9,8,9.35
1,5,+1/+5,1.9,0.8,11:00,439.4,47,48.9,8,9.35
2,5,+2/+5,1.4,0.8,13:00,437.8,49,44.9,14,8.93
2,5,+2/+5,1.7,0.8,13:00,437.8,49,44.9,14,8.93
2,5,+2/+5,1.6,0.8,13:00,437.8,49,44.9,14,8.93
2,5,+2/+5,1.5,0.8,13:00,437.8,49,44.9,14,8.93
1,5,+1/+5,0.8,0.3,12:30,437.4,47,38.3,37,9.31
1,5,+1/+5,0.8,0.8,12:30,437.4,47,46.8,26,9.31
2,5,+2/+5,1.9,0.3,12:30,436.8,49,36.7,25,8.91
2,5,+2/+5,0.8,1.2,13:30,436.8,49,46.9,22,8.91
2,5,+2/+5,1.5,0.3,12:30,436.8,49,36.7,25,8.91
2,5,+2/+5,1.8,0.3,12:30,436.8,49,36.7,25,8.91
2,5,+2/+5,1.4,0.3,12:30,436.8,49,36.7,25,8.91
2,5,+2/+5,1.6,0.3,12:30,436.8,49,36.7,25,8.91
2,5,+2/+5,2.0,0.3,12:30,436.8,49,36.7,25,8.91
2,5,+2/+5,1.7,0.3,12:30,436.8,49,36.7,25,8.91
1,5,+1/+5,1.8,0.7,12:00,436.4,47,40.4,13,9.29
1,5,+1/+5,1.5,0.7,12:00,436.4,47,40.4,13,9.29
1,5,+1/+5,1.4,0.7,12:00,436.4,47,40.4,13,9.29
1,5,+1/+5,1.7,0.7,12:00,436.4,47,40.4,13,9.29
1,5,+1/+5,1.6,0.7,12:00,436.4,47,40.4,13,9.29
1,5,+1/+5,1.5,0.2,14:00,434.4,47,34.0,31,9.24
1,5,+1/+5,1.4,0.2,14:00,434.4,47,34.0,31,9.24
1,5,+1/+5,1.6,0.2,14:00,434.4,47,34.0,31,9.24
1,5,+1/+5,1.7,0.2,14:00,434.4,47,34.0,31,9.24
2,5,+2/+5,1.3,0.9,12:30,433.8,49,44.9,10,8.85
1,5,+1/+5,1.7,0.9,11:00,433.4,47,48.9,8,9.22
1,5,+1/+5,1.8,0.9,11:00,433.4,47,48.9,8,9.22
1,5,+1/+5,1.4,0.9,11:00,433.4,47,48.9,8,9.22
1,5,+1/+5,1.3,0.9,11:00,433.4,47,48.9,9,9.22
1,5,+1/+5,1.5,0.9,11:00,433.4,47,48.9,8,9.22
1,5,+1/+5,1.6,0.9,11:00,433.4,47,48.9,8,9.22
2,5,+2/+5,1.6,0.2,12:30,432.8,49,38.8,29,8.83
2,5,+2/+5,1.9,0.2,12:30,432.8,49,38.8,29,8.83
2,5,+2/+5,1.4,0.2,12:30,432.8,49,38.8,29,8.83
2,5,+2/+5,1.5,0.2,12:30,432.8,49,38.8,29,8.83
2,5,+2/+5,1.8,0.2,12:30,432.8,49,38.8,29,8.83
2,5,+2/+5,2.0,0.2,12:30,432.8,49,38.8,29,8.83
2,5,+2/+5,1.7,0.2,12:30,432.8,49,38.8,29,8.83
1,5,+1/+5,0.7,0.2,11:30,432.4,47,44.7,36,9.2
2,5,+2/+5,2.0,0.2,13:30,431.8,49,32.7,31,8.81
2,5,+2/+5,1.9,0.3,13:30,431.8,49,30.6,28,8.81
1,5,+1/+5,1.3,1.0,12:00,431.4,47,42.6,7,9.18
2,5,+2/+5,1.7,1.0,12:00,430.8,49,46.9,6,8.79
2,5,+2/+5,1.8,1.0,12:00,430.8,49,46.9,6,8.79
2,5,+2/+5,1.4,1.0,12:00,430.8,49,46.9,6,8.79
2,5,+2/+5,1.6,1.0,12:00,430.8,49,46.9,6,8.79
2,5,+2/+5,1.5,1.0,12:00,430.8,49,46.9,6,8.79
1,5,+1/+5,1.9,1.0,12:30,430.4,47,44.7,5,9.16
1,5,+1/+5,2.0,1.0,12:30,430.4,47,44.7,5,9.16
2,5,+2/+5,1.9,0.7,13:30,429.8,49,38.8,14,8.77
2,5,+2/+5,1.2,1.2,12:30,429.8,49,46.9,9,8.77
1,5,+1/+5,1.6,0.7,12:30,429.4,47,42.6,13,9.14
1,5,+1/+5,1.4,0.7,12:30,429.4,47,42.6,13,9.14
1,5,+1/+5,1.7,0.7,12:30,429.4,47,42.6,13,9.14
1,5,+1/+5,1.8,0.7,12:30,429.4,47,42.6,13,9.14
1,5,+1/+5,1.5,0.7,12:30,429.4,47,42.6,13,9.14
2,5,+2/+5,2.0,1.2,13:30,428.8,49,40.8,5,8.75
1,5,+1/+5,0.5,0.2,11:30,427.4,47,51.1,44,9.09
1,5,+1/+5,0.8,1.4,14:00,427.4,47,48.9,18,9.09
1,5,+1/+5,2.0,0.7,12:00,427.4,47,40.4,12,9.09
1,5,+1/+5,0.8,1.5,14:00,427.4,47,48.9,18,9.09
1,5,+1/+5,1.9,0.7,12:00,427.4,47,40.4,12,9.09
1,5,+1/+5,1.2,1.3,12:30,426.4,47,46.8,6,9.07
1,5,+1/+5,1.2,1.4,12:30,426.4,47,46.8,6,9.07
1,5,+1/+5,1.6,1.0,12:00,426.4,47,42.6,6,9.07
1,5,+1/+5,1.4,1.0,12:00,426.4,47,42.6,6,9.07
1,5,+1/+5,1.5,1.0,12:00,426.4,47,42.6,6,9.07
1,5,+1/+5,1.7,1.0,12:00,426.4,47,42.6,6,9.07
1,5,+1/+5,0.8,1.3,14:00,426.4,47,48.9,19,9.07
1,5,+1/+5,1.8,1.0,12:00,426.4,47,42.6,6,9.07
1,5,+1/+5,1.2,1.5,12:30,426.4,47,46.8,6,9.07
2,5,+2/+5,1.6,1.1,12:00,425.8,49,46.9,5,8.69
2,5,+2/+5,1.4,1.1,12:00,425.8,49,46.9,5,8.69
2,5,+2/+5,1.8,1.1,12:00,425.8,49,46.9,5,8.69
2,5,+2/+5,1.7,1.1,12:00,425.8,49,46.9,5,8.69
2,5,+2/+5,1.5,1.1,12:00,425.8,49,46.9,5,8.69
1,5,+1/+5,1.3,1.5,11:00,425.4,47,48.9,3,9.05
1,5,+1/+5,1.6,1.4,11:00,425.4,47,48.9,2,9.05
1,5,+1/+5,1.5,1.3,11:00,425.4,47,48.9,2,9.05
1,5,+1/+5,1.5,1.4,11:00,425.4,47,48.9,2,9.05
1,5,+1/+5,1.4,1.4,11:00,425.4,47,48.9,2,9.05
1,5,+1/+5,1.4,1.3,11:00,425.4,47,48.9,2,9.05
1,5,+1/+5,1.4,1.5,11:00,425.4,47,48.9,2,9.05
1,5,+1/+5,1.5,1.5,11:00,425.4,47,48.9,2,9.05
1,5,+1/+5,1.3,1.4,11:00,425.4,47,48.9,3,9.05
1,5,+1/+5,1.3,1.3,11:00,425.4,47,48.9,3,9.05
1,5,+1/+5,1.8,1.5,11:00,425.4,47,48.9,2,9.05
1,5,+1/+5,1.7,1.4,11:00,425.4,47,48.9,2,9.05
1,5,+1/+5,1.8,1.4,11:00,425.4,47,48.9,2,9.05
1,5,+1/+5,1.8,1.3,11:00,425.4,47,48.9,2,9.05
1,5,+1/+5,1.6,1.5,11:00,425.4,47,48.9,2,9.05
1,5,+1/+5,1.6,1.3,11:00,425.4,47,48.9,2,9.05
1,5,+1/+5,1.7,1.5,11:00,425.4,47,48.9,2,9.05
1,5,+1/+5,1.7,1.3,11:00,425.4,47,48.9,2,9.05
2,5,+2/+5,1.9,1.0,13:30,424.8,49,40.8,9,8.67
2,5,+2/+5,0.8,0.2,14:30,424.8,49,38.8,43,8.67
2,5,+2/+5,1.5,0.9,11:00,424.8,49,49.0,8,8.67
2,5,+2/+5,1.6,0.9,11:00,424.8,49,49.0,8,8.67
2,5,+2/+5,1.3,1.0,12:00,424.8,49,46.9,7,8.67
2,5,+2/+5,1.3,0.9,11:00,424.8,49,49.0,9,8.67
2,5,+2/+5,1.7,0.9,11:00,424.8,49,49.0,8,8.67
2,5,+2/+5,1.4,0.9,11:00,424.8,49,49.0,8,8.67
2,5,+2/+5,1.8,0.9,11:00,424.8,49,49.0,8,8.67
1,5,+1/+5,1.3,1.1,12:00,424.4,47,42.6,6,9.03
2,5,+2/+5,1.3,1.3,13:30,423.8,49,42.9,5,8.65
1,5,+1/+5,1.6,0.5,11:00,423.4,47,44.7,16,9.01
1,5,+1/+5,1.4,0.5,11:00,423.4,47,44.7,16,9.01
1,5,+1/+5,1.8,0.5,11:00,423.4,47,44.7,16,9.01
1,5,+1/+5,1.5,0.5,11:00,423.4,47,44.7,16,9.01
1,5,+1/+5,1.3,0.5,11:00,423.4,47,44.7,17,9.01
1,5,+1/+5,1.7,0.5,11:00,423.4,47,44.7,16,9.01
2,5,+2/+5,1.7,0.2,13:00,422.8,49,38.8,31,8.63
2,5,+2/+5,1.5,0.2,13:00,422.8,49,38.8,31,8.63
2,5,+2/+5,1.3,1.5,13:30,422.8,49,42.9,5,8.63
2,5,+2/+5,1.3,1.4,13:30,422.8,49,42.9,5,8.63
2,5,+2/+5,1.6,0.2,13:00,422.8,49,38.8,31,8.63
2,5,+2/+5,1.4,0.2,13:00,422.8,49,38.8,31,8.63
1,5,+1/+5,0.8,1.3,13:00,422.4,47,46.8,17,8.99
1,5,+1/+5,0.8,1.5,13:00,422.4,47,46.8,17,8.99
1,5,+1/+5,0.8,1.4,13:00,422.4,47,46.8,17,8.99
2,5,+2/+5,2.0,0.5,13:30,421.8,49,34.7,22,8.61
2,5,+2/+5,1.6,0.7,12:00,421.8,49,44.9,13,8.61
2,5,+2/+5,1.7,0.7,12:00,421.8,49,44.9,13,8.61
2,5,+2/+5,1.5,0.7,12:00,421.8,49,44.9,13,8.61
2,5,+2/+5,1.8,0.7,12:00,421.8,49,44.9,13,8.61
2,5,+2/+5,1.4,0.7,12:00,421.8,49,44.9,13,8.61
1,5,+1/+5,1.3,0.7,12:30,421.4,47,42.6,14,8.97
2,5,+2/+5,1.3,1.1,12:00,419.8,49,46.9,6,8.57
1,5,+1/+5,1.1,0.7,11:00,419.4,47,48.9,15,8.92
1,5,+1/+5,1.5,1.1,12:00,419.4,47,42.6,5,8.92
1,5,+1/+5,0.8,0.7,13:00,419.4,47,44.7,29,8.92
1,5,+1/+5,1.8,1.1,12:00,419.4,47,42.6,5,8.92
1,5,+1/+5,1.9,1.1,12:30,419.4,47,44.7,4,8.92
1,5,+1/+5,1.7,1.1,12:00,419.4,47,42.6,5,8.92
1,5,+1/+5,1.6,1.1,12:00,419.4,47,42.6,5,8.92
1,5,+1/+5,1.4,1.1,12:00,419.4,47,42.6,5,8.92
1,5,+1/+5,2.0,1.1,12:30,419.4,47,44.7,4,8.92
2,5,+2/+5,1.3,0.9,13:00,418.8,49,44.9,13,8.55
1,5,+1/+5,1.8,1.0,11:00,418.4,47,48.9,5,8.9
1,5,+1/+5,1.7,1.0,11:00,418.4,47,48.9,5,8.9
1,5,+1/+5,1.4,1.0,11:00,418.4,47,48.9,5,8.9
1,5,+1/+5,1.3,1.0,11:00,418.4,47,48.9,6,8.9
1,5,+1/+5,1.5,1.0,11:00,418.4,47,48.9,5,8.9
1,5,+1/+5,1.6,1.0,11:00,418.4,47,48.9,5,8.9
2,5,+2/+5,0.8,0.5,12:30,417.8,49,44.9,32,8.53
2,5,+2/+5,1.3,0.3,12:30,417.8,49,36.7,26,8.53
2,5,+2/+5,1.2,0.3,13:30,417.8,49,30.6,32,8.53
2,5,+2/+5,1.2,1.0,13:00,417.8,49,46.9,11,8.53
1,4,+1/+4,0.8,0.2,13:00,417.4,47,42.6,42,8.88
1,5,+1/+5,1.9,1.0,12:00,417.4,47,42.6,5,8.88
1,5,+1/+5,2.0,1.0,12:00,417.4,47,42.6,5,8.88
2,5,+2/+5,1.3,0.7,12:00,415.8,49,44.9,14,8.49
2,5,+2/+5,1.2,0.2,13:00,415.8,49,38.8,35,8.49
1,5,+1/+5,1.9,0.9,11:00,415.4,47,48.9,7,8.84
1,5,+1/+5,2.0,0.9,11:00,415.4,47,48.9,7,8.84
2,5,+2/+5,1.2,0.3,12:30,414.8,49,36.7,29,8.47
2,5,+2/+5,0.8,0.8,13:30,414.8,49,44.9,29,8.47
1,5,+1/+5,1.1,0.2,11:00,414.4,47,44.7,29,8.82
2,5,+2/+5,1.9,1.0,14:00,413.8,49,42.9,12,8.44
2,5,+2/+5,1.3,0.2,12:30,413.8,49,38.8,30,8.44
1,5,+1/+5,1.1,1.5,12:30,413.4,47,46.8,6,8.8
1,4,+1/+4,0.8,1.3,12:30,413.4,47,51.1,16,8.8
1,4,+1/+4,0.8,1.4,12:30,413.4,47,51.1,16,8.8
1,5,+1/+5,1.1,1.3,12:30,413.4,47,46.8,6,8.8
1,5,+1/+5,1.1,1.4,12:30,413.4,47,46.8,6,8.8
1,4,+1/+4,0.8,1.5,12:30,413.4,47,51.1,16,8.8
2,5,+2/+5,2.0,1.0,14:00,412.8,49,42.9,11,8.42
2,5,+2/+5,1.0,1.3,12:30,412.8,49,49.0,8,8.42
1,5,+1/+5,1.5,1.0,12:30,412.4,47,44.7,6,8.77
1,5,+1/+5,1.8,1.0,12:30,412.4,47,44.7,6,8.77
1,5,+1/+5,1.6,1.0,12:30,412.4,47,44.7,6,8.77
1,5,+1/+5,1.4,1.0,12:30,412.4,47,44.7,6,8.77
1,5,+1/+5,1.7,1.0,12:30,412.4,47,44.7,6,8.77
2,5,+2/+5,1.9,1.1,13:30,411.8,49,40.8,8,8.4
2,5,+2/+5,1.0,1.4,12:30,411.8,49,49.0,8,8.4
2,5,+2/+5,1.0,1.5,12:30,411.8,49,49.0,8,8.4
2,5,+2/+5,1.5,1.3,11:00,410.8,49,49.0,2,8.38
2,5,+2/+5,1.8,1.0,11:00,410.8,49,49.0,5,8.38
2,5,+2/+5,1.5,1.0,11:00,410.8,49,49.0,5,8.38
2,5,+2/+5,1.7,1.3,13:30,410.8,49,42.9,3,8.38
2,5,+2/+5,1.2,0.2,12:30,410.8,49,38.8,33,8.38
2,5,+2/+5,1.3,1.0,11:00,410.8,49,49.0,6,8.38
2,5,+2/+5,1.6,1.3,13:30,410.8,49,42.9,3,8.38
2,5,+2/+5,1.7,1.0,11:00,410.8,49,49.0,5,8.38
2,5,+2/+5,1.6,1.3,11:00,410.8,49,49.0,2,8.38
2,5,+2/+5,1.4,1.0,11:00,410.8,49,49.0,5,8.38
2,5,+2/+5,1.6,1.0,11:00,410.8,49,49.0,5,8.38
2,5,+2/+5,1.4,1.3,13:30,410.8,49,42.9,3,8.38
2,5,+2/+5,1.1,0.3,13:00,410.8,49,36.7,30,8.38
2,5,+2/+5,1.4,1.3,11:00,410.8,49,49.0,2,8.38
2,5,+2/+5,1.7,1.3,11:00,410.8,49,49.0,2,8.38
2,5,+2/+5,1.5,1.3,13:30,410.8,49,42.9,3,8.38
2,5,+2/+5,1.8,1.3,11:00,410.8,49,49.0,2,8.38
2,5,+2/+5,1.3,1.3,11:00,410.8,49,49.0,3,8.38
1,5,+1/+5,1.9,1.1,12:00,410.4,47,42.6,4,8.73
1,5,+1/+5,1.7,1.1,11:00,410.4,47,48.9,4,8.73
1,5,+1/+5,1.3,1.1,11:00,410.4,47,48.9,5,8.73
1,5,+1/+5,1.4,1.1,11:00,410.4,47,48.9,4,8.73
1,5,+1/+5,2.0,1.1,12:00,410.4,47,42.6,4,8.73
1,5,+1/+5,1.5,1.1,11:00,410.4,47,48.9,4,8.73
1,5,+1/+5,1.6,1.1,11:00,410.4,47,48.9,4,8.73
1,5,+1/+5,1.8,1.1,11:00,410.4,47,48.9,4,8.73
2,5,+2/+5,1.3,1.5,11:00,409.8,49,49.0,3,8.36
2,5,+2/+5,1.4,1.4,13:30,409.8,49,42.9,3,8.36
2,5,+2/+5,1.6,1.5,13:30,409.8,49,42.9,3,8.36
2,5,+2/+5,1.2,0.8,12:30,409.8,49,44.9,16,8.36
2,5,+2/+5,1.6,1.5,11:00,409.8,49,49.0,2,8.36
2,5,+2/+5,1.4,1.4,11:00,409.8,49,49.0,2,8.36
2,5,+2/+5,1.7,1.4,13:30,409.8,49,42.9,3,8.36
2,5,+2/+5,1.7,1.4,11:00,409.8,49,49.0,2,8.36
2,5,+2/+5,1.7,1.5,13:30,409.8,49,42.9,3,8.36
2,5,+2/+5,1.8,1.5,11:00,409.8,49,49.0,2,8.36
2,5,+2/+5,1.7,1.5,11:00,409.8,49,49.0,2,8.36
2,5,+2/+5,1.8,1.4,11:00,409.8,49,49.0,2,8.36
2,5,+2/+5,1.4,1.5,13:30,409.8,49,42.9,3,8.36
2,5,+2/+5,1.4,1.5,11:00,409.8,49,49.0,2,8.36
2,5,+2/+5,1.6,1.4,11:00,409.8,49,49.0,2,8.36
2,5,+2/+5,1.5,1.5,13:30,409.8,49,42.9,3,8.36
2,5,+2/+5,1.3,1.4,11:00,409.8,49,49.0,3,8.36
2,5,+2/+5,1.5,1.4,13:30,409.8,49,42.9,3,8.36
2,5,+2/+5,1.5,1.5,11:00,409.8,49,49.0,2,8.36
2,5,+2/+5,1.5,1.4,11:00,409.8,49,49.0,2,8.36
2,5,+2/+5,1.6,1.4,13:30,409.8,49,42.9,3,8.36
1,4,+1/+4,1.3,1.5,12:00,409.4,47,48.9,3,8.71
1,4,+1/+4,1.3,1.4,12:00,409.4,47,48.9,3,8.71
1,4,+1/+4,1.3,1.3,12:00,409.4,47,48.9,3,8.71
1,5,+1/+5,1.2,0.2,12:00,409.4,47,36.2,30,8.71
1,5,+1/+5,1.2,0.2,13:30,408.4,47,34.0,35,8.69
1,5,+1/+5,2.0,1.3,11:00,407.4,47,48.9,1,8.67
1,5,+1/+5,2.0,1.4,11:00,407.4,47,48.9,1,8.67
1,5,+1/+5,1.9,1.5,11:00,407.4,47,48.9,1,8.67
1,5,+1/+5,1.9,1.4,11:00,407.4,47,48.9,1,8.67
1,5,+1/+5,1.2,0.7,11:00,407.4,47,48.9,14,8.67
1,5,+1/+5,1.9,1.3,11:00,407.4,47,48.9,1,8.67
1,5,+1/+5,2.0,1.5,11:00,407.4,47,48.9,1,8.67
2,5,+2/+5,2.0,0.8,13:30,406.8,49,38.8,12,8.3
2,5,+2/+5,1.1,0.7,12:30,406.8,49,44.9,17,8.3
2,5,+2/+5,1.1,1.0,12:30,406.8,49,46.9,10,8.3
2,5,+2/+5,1.2,1.1,13:00,405.8,49,46.9,10,8.28
1,5,+1/+5,1.9,0.5,11:00,405.4,47,44.7,15,8.63
1,5,+1/+5,2.0,0.5,11:00,405.4,47,44.7,15,8.63
1,5,+1/+5,1.7,0.2,13:30,404.4,47,34.0,31,8.6
1,5,+1/+5,1.6,0.2,13:30,404.4,47,34.0,31,8.6
1,5,+1/+5,1.3,1.0,12:30,404.4,47,44.7,7,8.6
1,5,+1/+5,1.4,0.2,13:30,404.4,47,34.0,31,8.6
1,5,+1/+5,1.5,0.2,13:30,404.4,47,34.0,31,8.6
2,5,+2/+5,1.5,1.1,11:00,403.8,49,49.0,4,8.24
2,5,+2/+5,1.8,1.1,11:00,403.8,49,49.0,4,8.24
2,5,+2/+5,1.3,1.1,11:00,403.8,49,49.0,5,8.24
2,5,+2/+5,2.0,0.8,11:00,403.8,49,49.0,8,8.24
2,5,+2/+5,1.9,0.8,11:00,403.8,49,49.0,8,8.24
2,5,+2/+5,1.9,1.1,14:00,403.8,49,42.9,9,8.24
2,5,+2/+5,1.6,1.1,11:00,403.8,49,49.0,4,8.24
2,5,+2/+5,1.7,1.1,11:00,403.8,49,49.0,4,8.24
2,5,+2/+5,1.4,1.1,11:00,403.8,49,49.0,4,8.24
2,5,+2/+5,1.3,0.5,13:00,402.8,49,40.8,24,8.22
2,5,+2/+5,1.8,0.7,13:30,402.8,49,38.8,15,8.22
2,5,+2/+5,2.0,1.1,14:00,402.8,49,42.9,8,8.22
1,5,+1/+5,1.2,0.2,11:00,402.4,47,44.7,28,8.56
1,5,+1/+5,1.5,1.1,12:30,401.4,47,44.7,5,8.54
1,5,+1/+5,1.6,1.1,12:30,401.4,47,44.7,5,8.54
1,5,+1/+5,1.4,1.1,12:30,401.4,47,44.7,5,8.54
1,5,+1/+5,1.8,1.1,12:30,401.4,47,44.7,5,8.54
1,5,+1/+5,1.7,1.1,12:30,401.4,47,44.7,5,8.54
2,5,+2/+5,1.1,0.7,11:00,400.8,49,49.0,15,8.18
2,5,+2/+5,1.2,1.3,12:00,400.8,49,49.0,4,8.18
1,4,+1/+4,1.4,1.3,12:00,400.4,47,48.9,2,8.52
1,4,+1/+4,1.5,1.5,12:00,400.4,47,48.9,2,8.52
1,5,+1/+5,1.9,1.0,11:00,400.4,47,48.9,4,8.52
1,5,+1/+5,2.0,1.0,11:00,400.4,47,48.9,4,8.52
1,4,+1/+4,1.6,1.4,12:00,400.4,47,48.9,2,8.52
1,4,+1/+4,1.7,1.3,12:00,400.4,47,48.9,2,8.52
1,4,+1/+4,1.7,1.4,12:00,400.4,47,48.9,2,8.52
1,4,+1/+4,1.6,1.3,12:00,400.4,47,48.9,2,8.52
1,4,+1/+4,1.6,1.5,12:00,400.4,47,48.9,2,8.52
1,4,+1/+4,1.8,1.5,12:00,400.4,47,48.9,2,8.52
1,4,+1/+4,1.8,1.3,12:00,400.4,47,48.9,2,8.52
1,4,+1/+4,1.8,1.4,12:00,400.4,47,48.9,2,8.52
1,4,+1/+4,1.4,1.4,12:00,400.4,47,48.9,2,8.52
1,4,+1/+4,1.4,1.5,12:00,400.4,47,48.9,2,8.52
1,4,+1/+4,1.5,1.4,12:00,400.4,47,48.9,2,8.52
1,4,+1/+4,1.5,1.3,12:00,400.4,47,48.9,2,8.52
1,4,+1/+4,1.7,1.5,12:00,400.4,47,48.9,2,8.52
2,5,+2/+5,2.0,1.0,12:00,399.8,49,46.9,5,8.16
2,5,+2/+5,1.2,1.5,12:00,399.8,49,49.0,4,8.16
2,5,+2/+5,2.0,0.6,13:00,399.8,49,40.8,18,8.16
2,5,+2/+5,1.9,1.0,12:00,399.8,49,46.9,5,8.16
2,5,+2/+5,1.9,0.6,13:00,399.8,49,40.8,18,8.16
2,5,+2/+5,1.2,1.4,12:00,399.8,49,49.0,4,8.16
2,5,+2/+5,1.5,1.2,12:00,398.8,49,46.9,5,8.14
2,5,+2/+5,1.8,1.2,12:00,398.8,49,46.9,5,8.14
2,5,+2/+5,1.7,1.2,12:00,398.8,49,46.9,5,8.14
2,5,+2/+5,1.6,1.2,12:00,398.8,49,46.9,5,8.14
2,5,+2/+5,1.4,1.2,12:00,398.8,49,46.9,5,8.14
2,5,+2/+5,0.8,0.3,14:30,398.8,49,36.7,41,8.14
1,5,+1/+5,1.0,0.2,12:30,398.4,47,38.3,33,8.48
2,5,+2/+5,1.8,0.2,13:30,397.8,49,32.7,32,8.12
2,5,+2/+5,1.8,1.0,13:30,397.8,49,40.8,10,8.12
2,5,+2/+5,1.1,1.1,12:30,397.8,49,46.9,9,8.12
2,5,+2/+5,1.2,0.7,11:00,395.8,49,49.0,14,8.08
1,5,+1/+5,1.1,0.2,13:30,395.4,47,34.0,35,8.41
2,5,+2/+5,1.9,1.1,12:00,394.8,49,46.9,4,8.06
2,5,+2/+5,1.3,1.0,14:00,394.8,49,42.9,15,8.06
2,5,+2/+5,2.0,1.1,12:00,394.8,49,46.9,4,8.06
1,4,+1/+4,0.8,0.2,12:30,394.4,47,40.4,40,8.39
1,5,+1/+5,1.3,1.1,12:30,393.4,47,44.7,6,8.37
2,5,+2/+5,1.3,0.3,13:30,392.8,49,30.6,30,8.02
